symbol,date,proba,close
sz300522,2026-09-24,0.16562065417558294,15.75
sz002424,2026-09-24,0.16469714175660286,4.61
sh603316,2026-09-24,0.16459881153028932,17.09
sz002826,2026-09-24,0.1645842080690507,17.68
sz300112,2026-09-24,0.16434777141459253,11.51
sh600581,2026-09-24,0.16394057870452444,2.49
sz002303,2026-09-24,0.16346942595954836,6.35
sz301373,2026-09-24,0.16318720852304372,136.68
bj920057,2026-09-24,0.16290708516603444,4.77
sh600653,2026-09-24,0.1626926211288772,1.76
sz301115,2026-09-24,0.1623342060323691,38.38
sz300512,2026-09-24,0.16201081463653855,7.62
sh601077,2026-09-24,0.16184124240242792,6.64
sh600616,2026-09-24,0.16165543703992372,5.11
sz301282,2026-09-24,0.1615156530353588,43.6
sh605162,2026-09-24,0.16135776594401846,12.05
sh688622,2026-09-24,0.1613467540521024,142.39
bj920665,2026-09-24,0.16133925930832524,8.47
sz000523,2026-09-24,0.1609068593862752,3.29
sh600117,2026-09-24,0.16089658776133248,2.17
sz000839,2026-09-24,0.1608010484638118,2.83
sh688655,2026-09-24,0.16070800848584255,73.8
sz003016,2026-09-24,0.15945535996409693,7.7
sh603055,2026-09-24,0.15900233454338197,9.51
sh600908,2026-09-24,0.15863734280625558,5.83
sh603657,2026-09-24,0.15837921970760732,35.7
sz301359,2026-09-24,0.15809936676511438,20.07
sz002115,2026-09-24,0.15786595770701212,10.16
sz002694,2026-09-24,0.15775475140814554,2.52
sz301193,2026-09-24,0.15765281181920363,23.81
sz002162,2026-09-24,0.15758238763179955,4.11
sh603328,2026-09-24,0.15715965843766022,14.26
sh600493,2026-09-24,0.1561983439285649,6.46
sh603813,2026-09-24,0.15549917245463826,26.72
bj920469,2026-09-24,0.15527651771697262,5.79
sz301067,2026-09-24,0.15526601851474336,34.61
sz002349,2026-09-24,0.1550886979679998,8.46
sz300903,2026-09-24,0.15507242862406614,103.6
sz002795,2026-09-24,0.1549897148843429,7.94
sh600272,2026-09-24,0.15427604230175843,15.24
